Canonical_ID,Name,Ori_Name,Egil_Saga,People_Of_Vatnsdal,People_Of_Laxardal,Bolli_Bollason_Tale,Hrafnkel_Frey_Godi,Confederates,Gisli_Sursson_Saga,Gunnlaug_Serpent_tongue,Ref_the_S,Vinland_Sagas,Greenlanders,Eirik_Red_Saga,Thorstein_Staff_struck,Halldor_Snorrason_II,Sarcastic_Halli,Thorstein_Shiver,Audun_From_West_Fjords,Story_wise_Icelander
43,Aldís Ljótsdóttir (Hólmgöngu-Ljóts),"Aldís Ljótsdóttir (Hólmgöngu-Ljóts),  ",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,Aldís Ófeigsdóttir grettis,"Aldís Ófeigsdóttir grettis, Einarssonar, kona Áskels Ormssonar í Húsagarði, móðir Valla-Brands, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,Aldís Ófeigsdóttir grettis,"Aldís Ófeigsdóttir grettis, Önundarsonar tréfóts, (Ásdís), kona Bárðar Jökulssonar, rangl. talin móðir Valla-Brands, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,Aldís Óláfsdóttir,"Aldís Óláfsdóttir, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,Alexander Leósson,"Alexander Leósson, Miklagarðskeisari, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,Alexíus,"Alexíus, Grikkjakonungr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,Alfarinn Válason,"Alfarinn Válason, landnm. á Snæfellsnesi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,Álfdís Gamladóttir,"Álfdís Gamladóttir, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,Álfdís Koðránsdóttir,"Álfdís Koðránsdóttir, kona Brúna í Gnúpufelli, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,Álfdís Konálsdóttir,"Álfdís Konálsdóttir, kona Óláfs feilans, ",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,Álfdís,"Álfdís, kona Refs at Haugi, ",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
55,Álfgeirr,"Álfgeirr, jarl í Norðimbralandi, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,Álfgeirr,"Álfgeirr, landnm. á Álfgeirsvöllum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,Álfgeirr,"Álfgeirr, Suðreyingr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,Alfgerðr Arngeirsdóttir ins austræna,"Alfgerðr Arngeirsdóttir ins austræna, kona Þorgeirs Ljósvetningagoða, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,Álfgerðr læknir,"Álfgerðr læknir, at Ekkjufelli, ",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60,Álfgerðr Þorleifsdóttir beiskalda,"Álfgerðr Þorleifsdóttir beiskalda, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,Álfgerðr Þórormsdóttir,"Álfgerðr Þórormsdóttir, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,Álfheiðr Vetrliðadóttir skálds,"Álfheiðr Vetrliðadóttir skálds, kona Högna Gunnarssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,Álfheiðr Þorleifsdóttir beiskalda (Álfgerðr),"Álfheiðr Þorleifsdóttir beiskalda (Álfgerðr), kona Grundar-Ketils Þorsteinssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,Álfheiðr Þorvaldsdóttir ins auðga,"Álfheiðr Þorvaldsdóttir ins auðga, kona Gizurar Hallssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,Álfhildr,"Álfhildr, kona Kolla á Sauðanesi, svo fylgikona Víga-Skútu, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,Álfhildr,"Álfhildr, konungsambátt, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,Alfífa Álfrinsdóttir,"Alfífa Álfrinsdóttir, drottning, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,Álfr aftrkemba,"Álfr aftrkemba, í Sandey, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,Álfr askmaðr Özurarson tóta (Askmaðr),"Álfr askmaðr Özurarson tóta (Askmaðr), bróðir Gunnhildar drottningar, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,Álfr Eysteinsson,"Álfr Eysteinsson, í Dölum (Dala-Álfr), ",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,Álfr Finnbogason ramma,"Álfr Finnbogason ramma, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,Álfr goði,"Álfr goði, faðir Valla-Ljóts, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,Álfr inn auðgi,"Álfr inn auðgi, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,Álfr inn egzki,"Álfr inn egzki, landnm. at Geipum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,Álfr inn litli,"Álfr inn litli, í Þambárdal, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,Álfr Þórarinsson,"Álfr Þórarinsson, í Þambárdal, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,Álfr,"Álfr, á Vors, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,Álfr,"Álfr, hersir í Þrándheimi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,Álfr,"Álfr, í Ostu, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,Áli Oddsson (rangt Þorvarðsson) inn auðgi,"Áli Oddsson (rangt Þorvarðsson) inn auðgi, á Söndum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,Áli Svarthöfðason ok Herdísar Oddsdóttur,"Áli Svarthöfðason ok Herdísar Oddsdóttur, Álasonar (ekki Herdísar Hrafnsdóttur; Óli), ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,Áli Þorvarðsson,"Áli Þorvarðsson, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,Áli,"Áli, sækonungr, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,Álöf árbót Haraldsdóttir hárfagra,"Álöf árbót Haraldsdóttir hárfagra, kona Þóris jarls þegjandi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,Álöf Arnþjófsdóttir,"Álöf Arnþjófsdóttir, kona Halls Órækjusonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,Álöf Böðvarsdóttir hersis (Ólöf),"Álöf Böðvarsdóttir hersis (Ólöf), kona Teits Ketilbjarnarsonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,Álöf Brynjólfsdóttir (Brunnólfsdóttir),"Álöf Brynjólfsdóttir (Brunnólfsdóttir), kona Grímkels á Vörs, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88,Álöf elliðaskjöldr Ófeigsdóttir (Ólöf),"Álöf elliðaskjöldr Ófeigsdóttir (Ólöf), kona Þórbergs kornamúla, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,Álöf Erlingsdóttir ins auðga úr Ostr,"Álöf Erlingsdóttir ins auðga úr Ostr, seinni kona Bjarnar hölds, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,Álöf Guðmundardóttir (Ólöf),"Álöf Guðmundardóttir (Ólöf), kona Eyjólfs á Borg inni syðri í Víðidal, ",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,Álöf Ingólfsdóttir,"Álöf Ingólfsdóttir, kona Eiríks snöru landnm. í Árnesi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
92,Álöf kjannök (Kjannök) fóstra Guðmundarsona,"Álöf kjannök (Kjannök) fóstra Guðmundarsona, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,Álöf Özurardóttir,"Álöf Özurardóttir, kona Kols Síðu-Hallssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94,Álöf Ragnarsdóttir loðbrókar (Ólöf),"Álöf Ragnarsdóttir loðbrókar (Ólöf), kona Hunda-Steinars jarls, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,Álöf Snorradóttir goða,"Álöf Snorradóttir goða, kona Jörundar Þorfinnssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,Álöf Þórðardóttir vaggagða (Sigríðr),"Álöf Þórðardóttir vaggagða (Sigríðr), kona Ásbjarnar jarls skerjablesa og síðar Gríms landnm. í Grímsnesi, ",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
97,Álöf Þorgrímsdóttir þönguls,"Álöf Þorgrímsdóttir þönguls, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,Álöf Þorsteinsdóttir rauðs (Ólöf),"Álöf Þorsteinsdóttir rauðs (Ólöf), í Færeyjum, ",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,Álöf Þorvarðsdóttir (Þorvaldsdóttir),"Álöf Þorvarðsdóttir (Þorvaldsdóttir), Síðu-Hallssonar, fyrri kona eða fylgikona Halldórs Snorrasonar goða, móðir Guðrúnar í Vatnsfirði, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100,Alrekr Dagsson,"Alrekr Dagsson, Svíakonungr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,Alrekr Hrappsson,"Alrekr Hrappsson, faðir Ljótólfs goða á Völlum í Svarfaðardal, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102,Alrekr Þormóðarson ins ramma,"Alrekr Þormóðarson ins ramma, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,Ámr,"Ámr, jötunn, ",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
104,Ámr,"Ámr, úr Miðfjarðarnesbjörgum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,Ámundi inn blindi Höskuldsson,"Ámundi inn blindi Höskuldsson, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,Ámundi inn hvíti,"Ámundi inn hvíti, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,Ámundi Þorgeirsson (Þórarinssonar skálds Skeggjasonar bróðir Æsu í Odda),"Ámundi Þorgeirsson (Þórarinssonar skálds, Skeggjasonar, bróðir Æsu í Odda), ",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
108,Ámundi Þorsteinsson,"Ámundi Þorsteinsson, Síðu-Hallssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
109,Án Arnarson hyrnu (Onarr Þórisson Unarr Arnarson),"Án Arnarson hyrnu (Onarr Þórisson, Unarr Arnarson), ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,Án bogsveigir Bjarnarson,"Án bogsveigir Bjarnarson, í Hrafnistu, ",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
111,Án hrísmagi eða inn svarti,"Án hrísmagi eða inn svarti, ",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,Án inn heimski,"Án inn heimski, grænlenzkr maðr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
113,Án inn hvíti,"Án inn hvíti, ",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,Án inn rammi Þorsteinsson,"Án inn rammi Þorsteinsson, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,Án rauðfeldr Grímsson loðinkinna,"Án rauðfeldr Grímsson loðinkinna, landnm., á Eyri í Arnarfirði, ",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
116,Án trúðr,"Án trúðr, at Gunnlaugarstöðum, ",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
117,Án Þórisson farmanns,"Án Þórisson farmanns, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,Án,"Án, á Ásbrandsstöðum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,Án,"Án, í Hrauni, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,Án,"Án, í Kirkjufelli, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,Ánakol,"Ánakol, bóndi á Írlandi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,Andríðr,"Andríðr, í Brautarholti, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,Áni,"Áni, á Ánabrekku, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,Ari Högnason í Hjaltlandi,"Ari Högnason í Hjaltlandi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,Ari Loðmundarson ins gamla,"Ari Loðmundarson ins gamla, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,Ari Másson,"Ari Másson, á Reykjahólum, ",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,Ari Súrsson (Þorbjarnarson súrs),"Ari Súrsson (Þorbjarnarson súrs), ",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
128,Ari Tannason,"Ari Tannason, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,Ari Vetrliðason skálds,"Ari Vetrliðason skálds, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,Ari Þjóðarsson,"Ari Þjóðarsson, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
132,Ari Þorgeirsson,"Ari Þorgeirsson, faðir Guðmundar byskups, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,Ari Þorgilsson á Reykjahólum,"Ari Þorgilsson á Reykjahólum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,Ari Þorgilsson inn fróði,"Ari Þorgilsson inn fróði, á Stað á Snæfellsnesi, ",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
135,Ari Þorgilsson inn sterki,"Ari Þorgilsson inn sterki, á Stað á Snæfellsnesi, ",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,Ari Þorkelsson,"Ari Þorkelsson, í Súrnadal, ",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
137,Ari,"Ari, at Sandgili, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,Arinbjörn eldri,"Arinbjörn eldri, hersir í Fjörðum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,Arinbjörn Þórisson hersir,"Arinbjörn Þórisson hersir, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
140,Ármann Dalmannsson,"Ármann Dalmannsson, í Ármannsfelli, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,Ármann Hallvarðsson,"Ármann Hallvarðsson, í Noregi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
142,Ármóðr Arnviðarson jarl (réttara Arnmóðr),"Ármóðr Arnviðarson jarl (réttara Arnmóðr), ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,Ármóðr inn gamli Þorgrímsson,"Ármóðr inn gamli Þorgrímsson, í Þykkvaskógi, ",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,Ármóðr inn rauði Þorbjarnarson,"Ármóðr inn rauði Þorbjarnarson, landnm. á Rauðasandi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,Ármóðr skegg,"Ármóðr skegg, bóndi við Eiðaskóg, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,Arnaldr (Arnaldus),"Arnaldr (Arnaldus), patriarki í Jerúsalem, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,Arnaldr Sæmundarson,"Arnaldr Sæmundarson, ",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,Arnaldr,"Arnaldr, bóndi við Eiðaskóg, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,Arnaldr,"Arnaldr, byskup á Grænlandi, ",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
150,Arnbjörg Brandsdóttir,"Arnbjörg Brandsdóttir, kona Arnórs Þorgeirssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
151,Arnbjörg Kampa-Grímsdóttir,"Arnbjörg Kampa-Grímsdóttir, kona Ásólfs flosa í Höfða, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,Arnbjörg Ráðormsdóttir,"Arnbjörg Ráðormsdóttir, kona Svertings Hrólfssonar, síðar Gnúps Molda-Gnúpssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,Arnbjörg Þórðardóttir,"Arnbjörg Þórðardóttir, frá Höfða, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154,Arnbjörg,"Arnbjörg, at Arnbjargarlæk, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,Arnbjörn inn sterki Ásbrandsson,"Arnbjörn inn sterki Ásbrandsson, frá Kambi í Breiðavík, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,Arnbjörn Óláfsson langháls (Ásbjörn),"Arnbjörn Óláfsson langháls (Ásbjörn), ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
157,Arnbjörn Sleitu-Bjarnarson,"Arnbjörn Sleitu-Bjarnarson, ",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,Arnbjörn,"Arnbjörn, Austmaðr, ",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
159,Arnbjörn,"Arnbjörn, frændi Þorfinns Kárssonar, ",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
160,Arndís Geirmundardóttir heljarskinns,"Arndís Geirmundardóttir heljarskinns, kona Hyrnings Óláfssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161,Arndís Heðinsdóttir,"Arndís Heðinsdóttir, kona Heðins, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,Arndís in auðga Steinólfsdóttir ins lága,"Arndís in auðga Steinólfsdóttir ins lága, landnámskona í Bæ í Hrútafirði, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,Arndís Styrbjarnardóttir,"Arndís Styrbjarnardóttir, kona Hamals Þormóðarsonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164,Arndís Þórðardóttir skeggja,"Arndís Þórðardóttir skeggja, kona Þorgríms goða Helgasonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
165,Arndís Þorkelsdóttir ins háva (Hallfríðr),"Arndís Þorkelsdóttir ins háva (Hallfríðr), kona Vígfúss Eyjólfssonar á Þverá, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167,Arnfiðr,"Arnfiðr, jarl á Hallandi, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168,Arnfinnr inn víkverski,"Arnfinnr inn víkverski, farmaðr",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
169,Arnfinnr Torf-Einarsson,"Arnfinnr Torf-Einarsson, jarl í Orkneyjum, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170,Arnfríðr Sleitu-Bj arnardóttir,"Arnfríðr Sleitu-Bj arnardóttir, kona Spak-Böðvars, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
